launch_idx,elapsed_secs,launch_secs,grid,placed_min,placed_med,placed_max,nodes,nodes_per_sec,best_placed
434,4.001,0.006,4096,9,12,54,50649088,8960955890.2,112
435,4.014,0.012,4096,20,35,66,131010560,10896841759.3,112
436,4.019,0.005,4096,8,10,39,49142784,10765006903.5,112
437,4.031,0.012,4096,30,38,76,199914496,16436292649.0,112
438,4.036,0.005,4096,20,22,38,92683264,20140440070.9,112
439,4.044,0.007,4096,20,22,38,92428288,12804943966.4,112
440,4.050,0.005,4096,20,20,45,91658240,16776321906.6,112
441,4.060,0.009,4096,20,35,77,132395008,14382891795.9,112
442,4.071,0.011,4096,7,18,86,87012352,7766679231.4,112
443,4.084,0.012,4096,9,12,79,50993152,4126901958.1,112
444,4.093,0.009,4096,20,35,74,132290560,14930933017.4,112
445,4.099,0.005,4096,8,10,44,48622592,10055299544.9,112
446,4.118,0.019,4096,35,40,100,173813760,9202990406.8,112
447,4.122,0.004,4096,20,22,38,92486656,21987248408.8,112
448,4.127,0.004,4096,20,22,38,92399616,21032407797.3,112
449,4.133,0.006,4096,20,22,48,92479488,16771684568.0,112
450,4.138,0.004,4096,20,20,41,91277312,20683662303.4,112
451,4.151,0.013,4096,20,35,77,132707328,10378542332.5,112
452,4.162,0.011,4096,7,18,82,86071296,7954634038.3,112
453,4.170,0.007,4096,9,12,65,50974720,7214704121.9,112
454,4.182,0.012,4096,20,35,66,131721216,11343650977.0,112
455,4.187,0.005,4096,8,10,42,49631232,10033977199.6,112
456,4.199,0.012,4096,25,38,76,158547968,13045037840.1,112
457,4.204,0.004,4096,20,22,39,92818432,20945660415.5,112
458,4.209,0.004,4096,20,22,38,92713984,22671798311.6,112
459,4.218,0.008,4096,20,20,43,91574272,10828214145.8,112
460,4.228,0.010,4096,20,35,77,131362816,13602627272.1,112
461,4.238,0.010,4096,7,18,77,84883456,8593930631.7,112
462,4.248,0.010,4096,9,12,76,51129344,5293395790.6,112
463,4.260,0.011,4096,20,35,77,131605504,11908784696.0,112
464,4.265,0.005,4096,8,10,42,50258944,10478782417.5,112
465,4.276,0.011,4096,15,35,67,144983040,13744301254.2,112
466,4.284,0.008,4096,20,22,44,92474368,11360474908.6,112
467,4.291,0.006,4096,20,22,48,92483584,15357196065.3,112
468,4.295,0.004,4096,20,20,38,91598848,21700833194.5,112
469,4.305,0.009,4096,20,35,77,133979136,14109015011.1,112
470,4.317,0.012,4096,7,18,77,84661248,7351626972.9,112
471,4.327,0.010,4096,9,12,76,50461696,5266181170.2,112
472,4.337,0.010,4096,20,35,78,132035584,13819691374.3,112
473,4.342,0.005,4096,8,10,39,49172480,10869659308.5,112
474,4.361,0.019,4096,18,63,92,229498880,12324138121.0,112
475,4.367,0.005,4096,20,22,50,92988416,17463443051.8,112
476,4.371,0.004,4096,20,22,38,92698624,21022832450.3,112
477,4.377,0.005,4096,20,20,38,91945984,18405599870.6,112
478,4.389,0.012,4096,20,35,75,131488768,10765727902.3,112
479,4.401,0.011,4096,7,18,84,86006784,7738682080.4,112
480,4.408,0.007,4096,9,12,63,50895872,7336496306.8,112
481,4.419,0.011,4096,20,35,77,132401152,12137359613.7,112
482,4.426,0.007,4096,8,10,42,48987136,7383745705.8,112
483,4.441,0.015,4096,15,61,94,246930432,16797268688.5,112
484,4.447,0.005,4096,20,22,43,92476416,18816323549.1,112
485,4.452,0.004,4096,20,22,38,92498944,20983581804.5,112
486,4.460,0.008,4096,20,20,38,91384832,11969084251.1,112
487,4.469,0.009,4096,20,35,72,133141504,14497023429.1,112
488,4.480,0.010,4096,7,18,81,87042048,8310519692.2,112
489,4.491,0.010,4096,9,12,68,51128320,4904135061.2,112
490,4.500,0.009,4096,20,35,70,133480448,15059995852.5,112
491,4.505,0.005,4096,8,10,45,49503232,9750381323.3,112
492,4.526,0.020,4096,18,61,105,272409600,13507351206.1,112
493,4.532,0.005,4096,20,22,48,92869632,17292274863.9,112
494,4.536,0.004,4096,20,22,38,92338176,21944901381.5,112
495,4.542,0.005,4096,20,20,45,91680768,17916831655.3,112
496,4.552,0.009,4096,20,35,77,131558400,14502831040.8,112
497,4.566,0.014,4096,7,18,73,84951040,6022158293.8,112
498,4.573,0.007,4096,9,12,65,50861056,7447827266.7,112
499,4.583,0.009,4096,20,35,77,132482048,14125582892.5,112
500,4.588,0.004,4096,8,10,39,49225728,11002751708.9,112
501,4.605,0.016,4096,30,38,73,200114176,12458903690.4,112
502,4.610,0.005,4096,20,22,48,92554240,18057415463.3,112
503,4.615,0.004,4096,20,22,38,92534784,22148370373.0,112
504,4.620,0.005,4096,20,20,48,91265024,16863424864.3,112
505,4.634,0.013,4096,20,35,77,131622912,9868476112.2,112
506,4.645,0.010,4096,7,18,75,85992448,8671570029.8,112
507,4.652,0.007,4096,9,12,71,51156992,6880324142.0,112
508,4.666,0.013,4096,20,35,75,132140032,10266485867.6,112
509,4.671,0.005,4096,8,10,43,49140736,10515816394.1,112
510,4.686,0.015,4096,35,40,100,172452864,11680607573.9,112
511,4.691,0.004,4096,20,22,39,92676096,20740349781.0,112
512,4.700,0.009,4096,20,23,47,93109248,10435700223.7,112
513,4.706,0.006,4096,20,22,50,92252160,16316734989.0,112
514,4.711,0.005,4096,20,20,38,91766784,19381073086.3,112
515,4.721,0.009,4096,20,35,77,131867648,14414846277.5,112
516,4.734,0.013,4096,7,18,71,86187008,6471659731.6,112
517,4.743,0.008,4096,9,12,83,50831360,6036519789.5,112
518,4.753,0.009,4096,20,35,78,132908032,14393044107.3,112
519,4.758,0.005,4096,8,10,42,49052672,10540751268.6,112
520,4.774,0.015,4096,25,38,76,158623744,10330822351.0,112
521,4.779,0.004,4096,20,22,38,92508160,20956411563.9,112
522,4.783,0.004,4096,20,22,38,92161024,21452997019.8,112
523,4.788,0.004,4096,20,20,38,91487232,21969567302.4,112
524,4.801,0.013,4096,20,35,76,132203520,10297181038.7,112
525,4.811,0.010,4096,7,18,73,85950464,8382119606.7,112
526,4.818,0.007,4096,9,12,63,50865152,7804204576.5,112
527,4.828,0.009,4096,20,35,77,131793920,14433032185.9,112
528,4.839,0.010,4096,8,10,60,49895424,4756468317.7,112
529,4.850,0.011,4096,15,35,70,145928192,13006775586.4,112
530,4.856,0.005,4096,20,22,48,93394944,17420377013.0,112
531,4.861,0.004,4096,20,22,38,92226560,21985914949.0,112
532,4.869,0.008,4096,20,20,38,91561984,11860116352.5,112
533,4.879,0.010,4096,20,35,77,131195904,13789661782.2,112
534,4.889,0.010,4096,7,18,71,85071872,8792258600.6,112
535,4.895,0.006,4096,9,12,57,50752512,8867734889.0,112
536,4.909,0.013,4096,20,35,78,132798464,9935643816.2,112
537,4.914,0.005,4096,8,10,42,48944128,10449037591.2,112
538,4.929,0.015,4096,18,63,92,229716992,15653921419.3,112
539,4.936,0.007,4096,20,22,38,92516352,13909968045.8,112
540,4.942,0.005,4096,20,22,38,92606464,18353014014.5,112
541,4.948,0.006,4096,20,20,48,91309056,15586061605.1,112
542,4.957,0.009,4096,20,35,77,132527104,14486588162.9,112
543,4.971,0.013,4096,7,18,81,86117376,6384600100.7,112
544,4.978,0.007,4096,9,12,57,50951168,7751072004.2,112
545,4.988,0.009,4096,20,35,77,132349952,14574852660.1,112
546,4.993,0.005,4096,8,10,39,48443392,9981876045.1,112
547,5.012,0.018,4096,15,61,94,246582272,13464804560.4,112
548,5.016,0.004,4096,20,22,38,92734464,22294403708.1,112
549,5.021,0.005,4096,20,22,44,92344320,19181725992.1,112
550,5.027,0.005,4096,20,20,47,91540480,17745217694.7,112
551,5.038,0.011,4096,20,35,68,132175872,11954666359.2,112
552,5.049,0.010,4096,7,18,69,86331392,8291834840.2,112
553,5.057,0.008,4096,9,12,76,51306496,6550804376.5,112
554,5.067,0.009,4096,20,35,77,132221952,14332474683.9,112
555,5.076,0.008,4096,8,10,39,48695296,5855435649.8,112
556,5.093,0.017,4096,18,61,105,269855744,15820603046.2,112
557,5.098,0.004,4096,20,22,38,92209152,21283530813.5,112
558,5.103,0.004,4096,20,22,38,92636160,20655081296.0,112
559,5.110,0.007,4096,20,20,38,91363328,12410323937.6,112
560,5.120,0.009,4096,20,35,75,131537920,14635410732.6,112
561,5.130,0.010,4096,7,18,83,86109184,8420078993.6,112
562,5.137,0.006,4096,9,12,55,50549760,8504888946.3,112
563,5.150,0.013,4096,20,35,77,132604928,10153816019.8,112
564,5.155,0.005,4096,8,10,43,48808960,10184278652.5,112
565,5.168,0.012,4096,30,38,73,200097792,16114370287.2,112
566,5.176,0.007,4096,20,22,41,92819456,12570997501.4,112
567,5.181,0.004,4096,20,22,38,92507136,20714776176.8,112
568,5.186,0.005,4096,20,20,48,91739136,17068905330.3,112
569,5.196,0.009,4096,20,35,77,132801536,14449821887.3,112
570,5.208,0.011,4096,7,18,77,85416960,7443846934.3,112
571,5.216,0.008,4096,9,12,53,50840576,6372882613.7,112
572,5.226,0.010,4096,20,35,77,131674112,13499292660.0,112
573,5.232,0.005,4096,8,10,48,48706560,9133679366.3,112
574,5.250,0.018,4096,35,40,89,172860416,9761911581.7,112
575,5.255,0.005,4096,20,22,42,92418048,19239050142.9,112
576,5.261,0.005,4096,20,22,48,92985344,17025518133.4,112
577,5.266,0.005,4096,20,22,48,92758016,18633392613.5,112
578,5.271,0.004,4096,20,20,38,91664384,20414057276.9,112
579,5.285,0.013,4096,20,35,77,131417088,9943901291.8,112
580,5.295,0.010,4096,7,18,73,84308992,8575892675.0,112
581,5.301,0.006,4096,9,12,55,51041280,8678290705.2,112
582,5.315,0.013,4096,20,35,77,131662848,10364028672.0,112
583,5.320,0.005,4096,8,10,41,48803840,9276525925.5,112
584,5.331,0.011,4096,25,38,75,158054400,14578683173.4,112
585,5.337,0.005,4096,20,22,48,92647424,16961629767.8,112
586,5.343,0.006,4096,20,22,48,92409856,16210426788.7,112
587,5.352,0.008,4096,20,20,48,91430912,11279005493.5,112
588,5.361,0.009,4096,20,35,66,131540992,15316884671.2,112
589,5.371,0.010,4096,7,18,73,84748288,8630630671.0,112
590,5.380,0.009,4096,9,12,63,50525184,5711679321.4,112
591,5.391,0.010,4096,20,35,77,131624960,12558291480.3,112
592,5.396,0.005,4096,8,10,48,48549888,9391593199.0,112
593,5.407,0.011,4096,15,35,70,144011264,13633299000.3,112
594,5.414,0.006,4096,20,22,38,92803072,14284047663.4,112
595,5.420,0.005,4096,20,22,38,92516352,17911024465.0,112
596,5.426,0.005,4096,20,20,48,91469824,16838945221.3,112
597,5.435,0.009,4096,20,35,77,131954688,14020189630.8,112
598,5.448,0.012,4096,7,18,79,85298176,6894906923.2,112
599,5.458,0.009,4096,9,12,76,51079168,5808029447.2,112
600,5.467,0.009,4096,20,35,77,132817920,14597509306.3,112
601,5.472,0.004,4096,8,10,39,49505280,11108062516.2,112
602,5.491,0.019,4096,18,63,92,233702400,12474791118.8,112
603,5.497,0.006,4096,20,22,50,92564480,16730244906.6,112
604,5.502,0.004,4096,20,22,38,92193792,22508222524.1,112
605,5.506,0.005,4096,20,20,38,91616256,20322727092.2,112
606,5.519,0.013,4096,20,35,77,131514368,10490925503.3,112
607,5.530,0.010,4096,7,18,70,85861376,8560921406.0,112
608,5.538,0.007,4096,9,12,73,50601984,6757480979.3,112
609,5.547,0.009,4096,20,35,72,131473408,14913206074.7,112
610,5.555,0.008,4096,8,10,39,49256448,6478313118.2,112
611,5.570,0.015,4096,15,61,94,246105088,16471066235.5,112
612,5.575,0.004,4096,20,22,38,92517376,22553282422.1,112
613,5.580,0.004,4096,20,22,38,92301312,20732568492.9,112
614,5.588,0.008,4096,20,20,45,91591680,10997405169.1,112
615,5.598,0.010,4096,20,35,75,132319232,13614617854.7,112
616,5.608,0.010,4096,7,18,74,85868544,8897676026.9,112
617,5.616,0.007,4096,9,12,64,50683904,7611848458.4,112
618,5.629,0.013,4096,20,35,75,132770816,10090229059.8,112
619,5.634,0.005,4096,8,10,39,48897024,10419857151.9,112
620,5.650,0.016,4096,18,61,96,270814208,17071865251.8,112
621,5.658,0.008,4096,20,22,38,92657664,11840770464.3,112
622,5.664,0.005,4096,20,22,47,92497920,17569543717.2,112
623,5.669,0.004,4096,20,20,38,91451392,20323330939.9,112
624,5.679,0.009,4096,20,35,77,133159936,14252119864.7,112
625,5.692,0.013,4096,7,18,74,84617216,6328605595.2,112
626,5.700,0.008,4096,9,12,72,50685952,6719339323.1,112
627,5.709,0.008,4096,20,35,66,131658752,16000219722.6,112
628,5.714,0.005,4096,8,10,42,48786432,10634146192.6,112
629,5.730,0.016,4096,30,38,73,199228416,12268420620.0,112
630,5.736,0.005,4096,20,22,48,92872704,17243802104.0,112
631,5.741,0.004,4096,20,22,38,92556288,21499254023.1,112
632,5.745,0.004,4096,20,20,38,91186176,21751571324.1,112
633,5.756,0.010,4096,20,35,76,132238336,12940715335.8,112
634,5.769,0.013,4096,7,18,82,84703232,6579072698.4,112
635,5.776,0.006,4096,9,12,61,51287040,7892823764.1,112
636,5.786,0.009,4096,20,35,77,133024768,14341063811.8,112
637,5.794,0.008,4096,8,10,39,49432576,6548136428.3,112
638,5.810,0.016,4096,35,40,100,173450240,11116002131.0,112
639,5.815,0.005,4096,20,22,44,92768256,17672725901.1,112
640,5.821,0.005,4096,20,22,46,92976128,17202227094.8,112
641,5.829,0.007,4096,20,22,38,92164096,12393314254.7,112
642,5.835,0.005,4096,20,20,38,91387904,18692299369.2,112
643,5.844,0.009,4096,20,35,73,133357568,15231931169.1,112
644,5.853,0.009,4096,7,18,71,86033408,9445114945.8,112
645,5.864,0.010,4096,9,12,63,50793472,5104928507.2,112
646,5.874,0.010,4096,20,35,78,132506624,13761916211.0,112
647,5.883,0.009,4096,8,10,42,49333248,5452821663.2,112
648,5.900,0.016,4096,25,38,76,158419968,9882682762.8,112
649,5.906,0.006,4096,20,22,48,92789760,15480933743.5,112
650,5.911,0.005,4096,20,22,38,92641280,20088758820.7,112
651,5.918,0.006,4096,20,20,38,91513856,14616585316.0,112
652,5.928,0.009,4096,20,35,66,131892224,15337678373.5,112
653,5.941,0.013,4096,7,18,74,85952512,6777141382.0,112
654,5.950,0.009,4096,9,12,86,51220480,5887839208.5,112
655,5.962,0.011,4096,20,35,78,132840448,12263285689.1,112
656,5.970,0.008,4096,8,10,51,48866304,6043417204.3,112
657,5.981,0.010,4096,15,35,62,144123904,14129649057.5,112
658,5.986,0.005,4096,20,22,40,92611584,19911994831.3,112
659,5.991,0.005,4096,20,22,36,92441600,20464725414.6,112
660,5.997,0.005,4096,20,20,38,91374592,17975182236.2,112
661,6.009,0.012,4096,20,35,78,133200896,11353397344.9,112
662,6.020,0.011,4096,7,18,83,85123072,8016892127.3,112
663,6.028,0.008,4096,9,12,75,50788352,6513084042.2,112
664,6.041,0.013,4096,20,35,77,131019776,10150193684.5,112
665,6.048,0.007,4096,8,10,60,49097728,7415289312.4,112
666,6.065,0.017,4096,18,63,92,231641088,13869632533.1,112
667,6.072,0.006,4096,20,22,38,92664832,15512772342.4,112
668,6.077,0.005,4096,20,22,47,92479488,17975772225.8,112
669,6.082,0.004,4096,20,20,38,91338752,21477462699.6,112
670,6.091,0.008,4096,20,35,66,131768320,15599980015.9,112
671,6.105,0.013,4096,7,18,75,84193280,6290332787.4,112
672,6.113,0.008,4096,9,12,75,50586624,6314542104.0,112
673,6.123,0.009,4096,20,35,77,131548160,14381215890.6,112
674,6.128,0.005,4096,8,10,40,49165312,10706505546.4,112
675,6.147,0.019,4096,15,61,94,246297600,13195462002.6,112
676,6.152,0.004,4096,20,22,38,92800000,21806155962.4,112
677,6.156,0.004,4096,20,22,35,92395520,22999905656.0,112
678,6.162,0.005,4096,20,20,48,91423744,16974579463.8,112
679,6.175,0.013,4096,20,35,74,131769344,10463857147.7,112
680,6.186,0.010,4096,7,18,81,86561792,8292412618.7,112
681,6.193,0.007,4096,9,12,65,51356672,7676536198.9,112
682,6.206,0.013,4096,20,35,77,132460544,10504000758.1,112
683,6.211,0.005,4096,8,10,40,48896000,9828665708.8,112
684,6.227,0.016,4096,18,61,96,271075328,17098113946.1,112
685,6.234,0.006,4096,20,22,50,93273088,15750305387.4,112
686,6.242,0.008,4096,20,22,38,92294144,11295811399.1,112
687,6.248,0.005,4096,20,20,38,91765760,19004331622.2,112
688,6.258,0.010,4096,20,35,84,133065728,13256624490.2,112
689,6.268,0.010,4096,7,18,73,84767744,8505508559.6,112
690,6.280,0.011,4096,9,12,76,50891776,4536064824.3,112
691,6.289,0.008,4096,20,35,67,132436992,16168440791.7,112
692,6.294,0.005,4096,8,10,49,49512448,9028783271.6,112
693,6.311,0.016,4096,30,38,76,200387584,12164462308.1,112
694,6.316,0.004,4096,20,22,38,92753920,22367864560.9,112
695,6.321,0.005,4096,20,22,48,92497920,16945480126.6,112
696,6.327,0.005,4096,20,20,47,91637760,17211186267.4,112
697,6.337,0.009,4096,20,35,77,132587520,14127530115.5,112
698,6.351,0.014,4096,7,18,86,85976064,6136288364.8,112
699,6.359,0.007,4096,9,12,67,51004416,7404035459.6,112
700,6.368,0.009,4096,20,35,77,132820992,14017573232.4,112
701,6.378,0.009,4096,8,10,51,49197056,5543010476.5,112
702,6.394,0.016,4096,35,40,100,172982272,11037966263.9,112
703,6.399,0.005,4096,20,22,38,92537856,20018767975.7,112
704,6.404,0.005,4096,20,22,41,92815360,19993292154.3,112
705,6.412,0.007,4096,20,23,38,92728320,12383976742.9,112
706,6.417,0.005,4096,20,20,45,91754496,17392809340.4,112
707,6.427,0.009,4096,20,35,77,131440640,13913928627.9,112
708,6.438,0.010,4096,7,18,79,86408192,8642472505.0,112
709,6.451,0.013,4096,9,12,88,51128320,3970521963.3,112
710,6.461,0.009,4096,20,35,77,131124224,13909695547.4,112
711,6.466,0.004,4096,8,10,42,49038336,10969698311.9,112
712,6.481,0.015,4096,25,38,76,158306304,10880509817.2,112
713,6.486,0.005,4096,20,22,38,92596224,19472612210.2,112
714,6.491,0.005,4096,20,22,38,92397568,20088982620.6,112
715,6.498,0.007,4096,20,20,63,91353088,13415558996.5,112
716,6.506,0.008,4096,20,35,67,132145152,16140283815.6,112
717,6.521,0.015,4096,7,18,84,85548032,5834152804.6,112
718,6.533,0.011,4096,9,12,111,50791424,4578969640.8,112
719,6.543,0.009,4096,20,35,77,132300800,14230213561.6,112
720,6.551,0.008,4096,8,10,42,49453056,6303540101.7,112
721,6.562,0.011,4096,15,35,67,144327680,13608862941.6,112
722,6.567,0.004,4096,20,22,41,92422144,20825277451.7,112
723,6.571,0.004,4096,20,22,38,92462080,21509607338.7,112
724,6.576,0.004,4096,20,20,38,91292672,20652277984.3,112
725,6.590,0.013,4096,20,35,77,134029312,10073043808.7,112
726,6.601,0.011,4096,7,18,87,86037504,7979554534.3,112
727,6.609,0.008,4096,9,12,74,51024896,6714499176.3,112
728,6.622,0.013,4096,20,35,73,132389888,10381642160.9,112
729,6.629,0.006,4096,8,10,60,48583680,7506595971.8,112
730,6.645,0.015,4096,18,63,92,231508992,15295620621.0,112
731,6.653,0.008,4096,20,22,38,92990464,11382471155.3,112
732,6.658,0.005,4096,20,22,42,92465152,20245598754.4,112
733,6.663,0.004,4096,20,20,38,91591680,20966362413.1,112
734,6.672,0.009,4096,20,35,78,132497408,14287924235.6,112
735,6.686,0.014,4096,7,18,74,86418432,6350557113.1,112
736,6.695,0.008,4096,9,12,77,51388416,6104697542.6,112
737,6.704,0.009,4096,20,35,71,132052992,15064341361.5,112
738,6.710,0.005,4096,8,10,51,49859584,9481450830.0,112
739,6.729,0.019,4096,15,61,94,246761472,13202896315.9,112
740,6.734,0.005,4096,20,22,42,92677120,19355363657.4,112
741,6.739,0.004,4096,20,22,38,92510208,22505051035.8,112
742,6.744,0.004,4096,20,20,38,91659264,20423187165.8,112
743,6.757,0.013,4096,20,35,77,133697536,10176468389.8,112
744,6.768,0.011,4096,7,18,74,87032832,8203458762.8,112
745,6.775,0.006,4096,9,12,63,50766848,8103031890.5,112
746,6.788,0.013,4096,20,35,77,131635200,10373997671.7,112
747,6.795,0.007,4096,8,10,56,49397760,7443061388.6,112
748,6.811,0.016,4096,18,61,101,268790784,16679495301.4,112
749,6.817,0.005,4096,20,22,48,92898304,17055352329.8,112
750,6.826,0.008,4096,20,22,48,92339200,11057504912.4,112
751,6.831,0.005,4096,20,20,42,91684864,19495036450.3,112
752,6.841,0.009,4096,20,35,76,131403776,14166463016.1,112
753,6.851,0.010,4096,7,18,70,85033984,8908594227.3,112
754,6.862,0.011,4096,9,12,64,50886656,4776106672.0,112
755,6.871,0.009,4096,20,35,77,132166656,14539437448.0,112
756,6.877,0.005,4096,8,10,44,48777216,9374037967.6,112
757,6.893,0.016,4096,30,38,73,199374848,12824930796.8,112
758,6.898,0.005,4096,20,22,48,92730368,17042163980.5,112
759,6.903,0.004,4096,20,22,38,92360704,22962835595.2,112
760,6.909,0.005,4096,20,20,48,91447296,17063065050.0,112
761,6.918,0.009,4096,20,35,73,133588992,15223719597.9,112
762,6.933,0.015,4096,7,18,86,84769792,5759883282.7,112
763,6.940,0.007,4096,9,12,62,50835456,7786261197.6,112
764,6.950,0.009,4096,20,35,77,132619264,14396307959.4,112
765,6.955,0.005,4096,8,10,39,48925696,10871958922.5,112
766,6.973,0.018,4096,35,40,89,173464576,9573913897.8,112
767,6.979,0.005,4096,20,22,45,92504064,16888091278.6,112
768,6.984,0.004,4096,20,22,38,92618752,20835170926.3,112
769,6.990,0.005,4096,20,22,45,92482560,19329840765.2,112
770,6.998,0.008,4096,20,20,38,91446272,12119845707.9,112
771,7.008,0.010,4096,20,35,78,131298304,13586360649.2,112
772,7.018,0.010,4096,7,18,77,84925440,8435346446.4,112
773,7.029,0.010,4096,9,12,65,50888704,4958865315.7,112
774,7.040,0.010,4096,20,35,78,131941376,13120814552.0,112
775,7.046,0.006,4096,8,10,60,48869376,8011268048.9,112
776,7.059,0.013,4096,25,38,76,158389248,12538989920.5,112
777,7.066,0.006,4096,20,22,38,92587008,14259500493.2,112
778,7.072,0.005,4096,20,22,44,92596224,17588008971.4,112
779,7.077,0.005,4096,20,20,38,91619328,20327823052.1,112
780,7.086,0.009,4096,20,35,77,132711424,14466606327.1,112
781,7.101,0.014,4096,7,18,82,86553600,6229594069.8,112
782,7.108,0.006,4096,9,12,60,51222528,7990920565.7,112
783,7.117,0.009,4096,20,35,77,133160960,14117878559.1,112
784,7.124,0.006,4096,8,10,60,49104896,7729696026.6,112
785,7.139,0.015,4096,15,35,67,143212544,9869105500.5,112
786,7.144,0.004,4096,20,22,38,92461056,22011743747.8,112
787,7.149,0.004,4096,20,22,38,92605440,21498316799.3,112
788,7.153,0.004,4096,20,20,40,91656192,21863965466.6,112
789,7.166,0.013,4096,20,35,77,132032512,10226298894.6,112
790,7.177,0.011,4096,7,18,78,86333440,8119314273.0,112
791,7.184,0.006,4096,9,12,56,50803712,8577916147.5,112
792,7.193,0.009,4096,20,35,77,132879360,14574277789.4,112
793,7.202,0.009,4096,8,10,47,48906240,5579729523.8,112
794,7.218,0.015,4096,18,63,92,232356864,15441051382.6,112
795,7.223,0.004,4096,20,22,41,92756992,20617113603.8,112
796,7.228,0.005,4096,20,22,41,92257280,19958917081.1,112
797,7.236,0.008,4096,20,20,38,91148288,11377862993.7,112
798,7.246,0.009,4096,20,35,77,131539968,14223586310.4,112
799,7.256,0.010,4096,7,18,74,85625856,8645105727.7,112
800,7.267,0.011,4096,9,12,72,51306496,4834769445.6,112
801,7.277,0.010,4096,20,35,73,130938880,13726007715.5,112
802,7.282,0.005,4096,8,10,44,49065984,9832515726.9,112
803,7.300,0.017,4096,15,61,94,246471680,14655307112.1,112
804,7.306,0.006,4096,20,22,38,92747776,14839411478.0,112
805,7.311,0.005,4096,20,22,38,92541952,19960324353.8,112
806,7.316,0.004,4096,20,20,38,91311104,21750894643.9,112
807,7.325,0.009,4096,20,35,72,133134336,15299452464.5,112
808,7.339,0.014,4096,7,18,77,84700160,6029557447.0,112
809,7.345,0.006,4096,9,12,56,50851840,8689560823.1,112
810,7.356,0.010,4096,20,35,66,132887552,13717716423.2,112
811,7.361,0.005,4096,8,10,42,48046080,8751451256.5,112
812,7.382,0.020,4096,18,61,96,269112320,13662812552.4,112
813,7.386,0.004,4096,20,22,38,92867584,21113020459.0,112
814,7.392,0.005,4096,20,22,47,92387328,18003852651.4,112
815,7.397,0.005,4096,20,20,43,91493376,18549892686.7,112
816,7.410,0.013,4096,20,35,77,132054016,10271515701.4,112
817,7.421,0.010,4096,7,18,78,85138432,8109701883.4,112
818,7.428,0.007,4096,9,12,64,50861056,7461613100.9,112
819,7.442,0.013,4096,20,35,77,132553728,10181903207.3,112
820,7.446,0.004,4096,8,10,39,49664000,11656587870.9,112
821,7.459,0.012,4096,30,38,73,199993344,16092410848.1,112
822,7.464,0.005,4096,20,22,38,92872704,20408672257.5,112
823,7.469,0.005,4096,20,22,36,92413952,18983569366.5,112
824,7.477,0.007,4096,20,20,42,91725824,12360728153.2,112
825,7.487,0.009,4096,20,35,75,132627456,14667695183.5,112
826,7.497,0.010,4096,7,18,72,84993024,8758627853.5,112
827,7.509,0.012,4096,9,12,79,50509824,4336398556.5,112
828,7.519,0.010,4096,20,35,77,132024320,13336871667.5,112
829,7.524,0.004,4096,8,10,39,48600064,11330067511.7,112
830,7.542,0.017,4096,35,40,89,173222912,9962024632.2,112
831,7.547,0.005,4096,20,22,38,92617728,19206111600.2,112
832,7.552,0.005,4096,20,22,43,92643328,19065406359.1,112
833,7.557,0.004,4096,20,22,38,92296192,21179902816.3,112
834,7.562,0.005,4096,20,20,38,91361280,20062677420.8,112
835,7.570,0.008,4096,20,35,67,130710528,15981216308.6,112
836,7.585,0.014,4096,7,18,77,85694464,6260979907.4,112
837,7.592,0.007,4096,9,12,68,51094528,7037084863.9,112
838,7.602,0.009,4096,20,35,77,133452800,14101986980.6,112
839,7.609,0.007,4096,8,10,39,48721920,7220583543.0,112
840,7.622,0.012,4096,25,38,76,158428160,12902602018.3,112
841,7.627,0.004,4096,20,22,38,92732416,21108065105.7,112
842,7.632,0.004,4096,20,22,38,92393472,22146893175.4,112
843,7.636,0.004,4096,20,20,38,91493376,20347854747.2,112
844,7.649,0.012,4096,20,35,66,132834304,10942998734.3,112
845,7.660,0.011,4096,7,18,84,85185536,8002390603.4,112
846,7.667,0.007,4096,9,12,62,50587648,7509807516.4,112
847,7.680,0.013,4096,20,35,78,132167680,10536429005.4,112
848,7.687,0.006,4096,8,10,53,49332224,7752660269.9,112
849,7.699,0.011,4096,15,35,67,144370688,13114345428.6,112
850,7.704,0.005,4096,20,22,48,92668928,17363743626.7,112
851,7.709,0.004,4096,20,22,38,92522496,22425553388.7,112
852,7.717,0.008,4096,20,20,38,91385856,11605845628.8,112
853,7.727,0.010,4096,20,35,77,133447680,13752167717.3,112
854,7.738,0.010,4096,7,18,80,85217280,8513790593.0,112
855,7.749,0.011,4096,9,12,72,50870272,4730448367.3,112
856,7.758,0.009,4096,20,35,66,132401152,15434586135.2,112
857,7.764,0.006,4096,8,10,49,49557504,8966652360.8,112
858,7.780,0.016,4096,18,63,92,230052864,14657679368.8,112
859,7.788,0.007,4096,20,22,48,92716032,12595462668.0,112
860,7.793,0.005,4096,20,22,45,92367872,17226326357.0,112
861,7.799,0.005,4096,20,20,41,91319296,18782210649.5,112
862,7.808,0.009,4096,20,35,77,131820544,14428733003.3,112
863,7.822,0.014,4096,7,18,73,85961728,6216399539.0,112
864,7.830,0.007,4096,9,12,66,50870272,7361802967.8,112
865,7.840,0.010,4096,20,35,77,132333568,13781497965.6,112
866,7.845,0.004,4096,8,10,39,49441792,11491442160.9,112
867,7.864,0.019,4096,15,61,94,246699008,13078771525.7,112
868,7.869,0.005,4096,20,22,40,92729344,20469665255.8,112
